activity_id,sid,course_id,course_name,test_type,score,timestamp,academic_year,semester,week,student_name,email
ff98a6f6-9bfb-4220-9fb6-7be8ca367417,S1000,C101,Data Structures,Final,81.0,1660973660.0,1,1,16,Student 0,student_0@university.edu
26e22345-ef53-4a14-a815-1074aa7063a1,S1000,C100,Intro to Programming,Quiz,76.0,1652510407.0,1,1,2,Student 0,student_0@university.edu
8adbcec5-cbbe-479b-a947-fbb2441f4547,S1000,C100,Intro to Programming,Final,70.0,1653085133.0,1,1,3,Student 0,student_0@university.edu
1ecb440c-7371-413f-b930-3c34013e8c5d,S1000,C100,Intro to Programming,Assignment,79.0,1654284885.0,1,1,5,Student 0,student_0@university.edu
2556b92e-c992-4f4a-9a77-8ce04356727d,S1000,C100,Intro to Programming,Final,77.0,1654943275.0,1,1,6,Student 0,student_0@university.edu
55d7eeda-afee-46d5-aad0-8163816a9c59,S1000,C100,Intro to Programming,Midterm,82.0,1655501958.0,1,1,7,Student 0,student_0@university.edu
d4096579-b494-40e5-b7f3-eeea9cd4b233,S1000,C100,Intro to Programming,Final,67.0,1656121929.0,1,1,8,Student 0,student_0@university.edu
496fedbb-56ae-4007-a9fe-a70cd9d02923,S1000,C100,Intro to Programming,Quiz,67.0,1656711737.0,1,1,9,Student 0,student_0@university.edu
ecf56291-8cb6-4990-977e-4ab086679d1a,S1000,C100,Intro to Programming,Assignment,67.0,1657302992.0,1,1,10,Student 0,student_0@university.edu
ccf614a8-1da4-4439-aef7-f637650286d0,S1000,C100,Intro to Programming,Midterm,82.0,1659172691.0,1,1,13,Student 0,student_0@university.edu
3306c846-f4bf-4318-a9e3-0d02f84f16cb,S1000,C100,Intro to Programming,Final,73.0,1659743124.0,1,1,14,Student 0,student_0@university.edu
384332f2-a051-4533-8687-3a5e4e0d6665,S1000,C100,Intro to Programming,Quiz,77.0,1660938504.0,1,1,16,Student 0,student_0@university.edu
950714c0-ddd7-4e56-8ba5-2bfa2945d4cb,S1000,C103,Database Systems,Assignment,74.0,1652487587.0,1,1,2,Student 0,student_0@university.edu
a0ed0a0c-900f-469c-8c0c-29a3ab4355b2,S1000,C103,Database Systems,Final,85.0,1653072293.0,1,1,3,Student 0,student_0@university.edu
1f026bda-af3b-4d24-af4e-3a85a8eb48cd,S1000,C103,Database Systems,Midterm,67.0,1653735831.0,1,1,4,Student 0,student_0@university.edu
22198513-cfe7-4a36-9d33-723d24cf5b1a,S1000,C103,Database Systems,Final,72.0,1654320679.0,1,1,5,Student 0,student_0@university.edu
b067b761-b310-4de0-9fbc-b2cb63227eeb,S1000,C103,Database Systems,Assignment,68.0,1656695706.0,1,1,9,Student 0,student_0@university.edu
60eb900f-3356-4260-bf5c-bafb44b76cf9,S1000,C103,Database Systems,Midterm,68.0,1657963553.0,1,1,11,Student 0,student_0@university.edu
a63f8f58-c6be-4148-89f0-bf7e012e3563,S1000,C103,Database Systems,Final,66.0,1658541710.0,1,1,12,Student 0,student_0@university.edu
f9bedc19-f643-42da-a960-3febb7765909,S1000,C103,Database Systems,Midterm,75.0,1659184314.0,1,1,13,Student 0,student_0@university.edu
79952827-0317-4c45-9384-a9283e3d3764,S1000,C103,Database Systems,Quiz,70.0,1659796327.0,1,1,14,Student 0,student_0@university.edu
16c98e91-78c8-4414-878d-142fc251692a,S1000,C103,Database Systems,Midterm,84.0,1660370650.0,1,1,15,Student 0,student_0@university.edu
bc93d68b-1f09-408f-8277-3b7844b35bde,S1000,C103,Database Systems,Assignment,65.0,1660952990.0,1,1,16,Student 0,student_0@university.edu
6e95013d-ac2a-490a-8ca3-ccbae46df9af,S1000,C108,Artificial Intelligence,Midterm,85.0,1651887227.0,1,1,1,Student 0,student_0@university.edu
f970090d-ef89-4823-b92f-25d9f19d972a,S1000,C108,Artificial Intelligence,Final,73.0,1652527704.0,1,1,2,Student 0,student_0@university.edu
3b2e233e-a84f-406f-acbb-fb3ffa52f586,S1000,C108,Artificial Intelligence,Quiz,84.0,1653709355.0,1,1,4,Student 0,student_0@university.edu
98b80e04-a1a4-403d-bc0b-5cfdb56f324b,S1000,C108,Artificial Intelligence,Midterm,66.0,1654912231.0,1,1,6,Student 0,student_0@university.edu
46fcec6e-7d85-4fa2-9c1e-8324663f57cb,S1000,C108,Artificial Intelligence,Midterm,68.0,1656095047.0,1,1,8,Student 0,student_0@university.edu
7e9a45f2-25d5-42a8-a220-d021e0654d40,S1000,C108,Artificial Intelligence,Midterm,85.0,1656761448.0,1,1,9,Student 0,student_0@university.edu
ad7be3da-cc32-4cb6-bef9-8587c8781cc1,S1000,C108,Artificial Intelligence,Midterm,82.0,1657921012.0,1,1,11,Student 0,student_0@university.edu
c5bc438d-080a-4dae-9521-a06b981adc3c,S1000,C108,Artificial Intelligence,Midterm,68.0,1660328972.0,1,1,15,Student 0,student_0@university.edu
89f4bb3a-3c1c-4c52-9be7-2af14beb8ed9,S1001,C103,Database Systems,Midterm,66.0,1652507084.0,1,1,2,Student 1,student_1@university.edu
23aa0ef3-c2a3-4103-8917-703fedee06b1,S1001,C103,Database Systems,Midterm,69.0,1653127714.0,1,1,3,Student 1,student_1@university.edu
dde7a383-3cd3-49f5-8f1f-a80c4fbfb14c,S1001,C103,Database Systems,Assignment,82.0,1653688581.0,1,1,4,Student 1,student_1@university.edu
87b73dd6-b1a9-4453-9b62-39449a46377b,S1001,C103,Database Systems,Assignment,66.0,1654283350.0,1,1,5,Student 1,student_1@university.edu
54797a76-47e3-4ce2-9546-fafaf74afce9,S1001,C103,Database Systems,Assignment,65.0,1656140523.0,1,1,8,Student 1,student_1@university.edu
f48b1d15-5bf6-495e-bac8-159275d42d12,S1001,C103,Database Systems,Midterm,70.0,1657339803.0,1,1,10,Student 1,student_1@university.edu
faf7bb97-710d-4773-a9cb-7078123047aa,S1001,C103,Database Systems,Assignment,78.0,1657920360.0,1,1,11,Student 1,student_1@university.edu
8d5b7c99-7fa2-4f47-9a06-c821bf7dc32b,S1001,C103,Database Systems,Midterm,78.0,1658534280.0,1,1,12,Student 1,student_1@university.edu
d4c85acd-3acc-44fd-81b2-345d68b25030,S1001,C103,Database Systems,Final,84.0,1659121886.0,1,1,13,Student 1,student_1@university.edu
11c11ec5-261e-4745-b1dc-b31374c78cbf,S1001,C103,Database Systems,Final,85.0,1659789712.0,1,1,14,Student 1,student_1@university.edu
8178a206-9665-4633-a8b9-8ff82da35066,S1001,C103,Database Systems,Final,68.0,1660379798.0,1,1,15,Student 1,student_1@university.edu
3cda9283-fa4f-4fe4-9b8a-5da8b519d50f,S1001,C103,Database Systems,Final,85.0,1660971083.0,1,1,16,Student 1,student_1@university.edu
412746b8-64fd-471c-8b90-238986d2bf9e,S1001,C109,Cybersecurity,Midterm,83.0,1651879498.0,1,1,1,Student 1,student_1@university.edu
d726732a-5420-4c91-855c-b1bddcaf9ce8,S1001,C109,Cybersecurity,Final,69.0,1652521202.0,1,1,2,Student 1,student_1@university.edu
c4a7a1b4-a0f5-4f37-a5d8-39c34062d8c6,S1001,C109,Cybersecurity,Quiz,68.0,1653063413.0,1,1,3,Student 1,student_1@university.edu
5241960d-4a29-48bc-89e5-dda96f699202,S1001,C109,Cybersecurity,Midterm,68.0,1654902913.0,1,1,6,Student 1,student_1@university.edu
1518c5b6-e8c6-411e-9e24-dbdefc79e7f7,S1001,C109,Cybersecurity,Assignment,83.0,1655551359.0,1,1,7,Student 1,student_1@university.edu
18c131a9-3ce1-4e34-8cf7-6d7e142c958e,S1001,C109,Cybersecurity,Assignment,70.0,1658560081.0,1,1,12,Student 1,student_1@university.edu
6c4b26ec-a0c7-472e-b46b-ff8d824f2f56,S1001,C109,Cybersecurity,Assignment,70.0,1659134157.0,1,1,13,Student 1,student_1@university.edu
c1d02d43-63ff-4b5d-81b1-5f7b5bafeebb,S1001,C109,Cybersecurity,Final,72.0,1659729524.0,1,1,14,Student 1,student_1@university.edu
59c795f0-101e-4ef8-8d09-a70e7922361a,S1001,C109,Cybersecurity,Final,73.0,1660343495.0,1,1,15,Student 1,student_1@university.edu
7653f538-415b-4e21-b36d-f255dd52122d,S1001,C109,Cybersecurity,Final,72.0,1660953571.0,1,1,16,Student 1,student_1@university.edu
5488b648-fed5-4ae2-aaf6-93035f5e48a6,S1001,C102,Algorithms,Midterm,73.0,1653718305.0,1,1,4,Student 1,student_1@university.edu
c48cbdf4-64b6-48a9-af97-6e2b196a69fe,S1001,C102,Algorithms,Midterm,67.0,1654301688.0,1,1,5,Student 1,student_1@university.edu
637b7611-293d-4a84-bb3c-877f6b3740c9,S1001,C102,Algorithms,Assignment,82.0,1654943356.0,1,1,6,Student 1,student_1@university.edu
4d777a58-9f5d-4370-a2e8-fc5980988287,S1001,C102,Algorithms,Assignment,79.0,1655524565.0,1,1,7,Student 1,student_1@university.edu
5295df2f-4133-449a-a8dc-0802c4f94adb,S1001,C102,Algorithms,Final,72.0,1656106741.0,1,1,8,Student 1,student_1@university.edu
9297ab63-d67f-41a9-9e35-7b596a91a3a2,S1001,C102,Algorithms,Final,79.0,1657347425.0,1,1,10,Student 1,student_1@university.edu
fbb29808-4711-4c1d-a64c-e7b306957bcb,S1001,C102,Algorithms,Final,79.0,1657934300.0,1,1,11,Student 1,student_1@university.edu
987651bc-9ab7-4f04-99a0-1cf55f0adc14,S1001,C102,Algorithms,Final,69.0,1658504462.0,1,1,12,Student 1,student_1@university.edu
76548ca3-56cd-4973-97d8-6b6456df1c20,S1001,C102,Algorithms,Final,85.0,1659153122.0,1,1,13,Student 1,student_1@university.edu
a10e9bef-04a7-494e-a502-8daad34f4764,S1001,C102,Algorithms,Quiz,77.0,1661005415.0,1,1,16,Student 1,student_1@university.edu
7c870d26-85d1-411a-923f-2148f3d5867d,S1002,C109,Cybersecurity,Assignment,80.0,1652503255.0,1,1,2,Student 2,student_2@university.edu
7f14dcad-cb65-42a0-85bc-e30d51434884,S1002,C109,Cybersecurity,Quiz,85.0,1653113636.0,1,1,3,Student 2,student_2@university.edu
23f41528-a2c3-4904-8ec7-0d08a7802d50,S1002,C109,Cybersecurity,Assignment,83.0,1653672676.0,1,1,4,Student 2,student_2@university.edu
a6e374a5-7583-4026-bef1-29020f5025c4,S1002,C109,Cybersecurity,Midterm,80.0,1654301249.0,1,1,5,Student 2,student_2@university.edu
b9d344e3-bf66-4fd3-9e6a-cdca86979455,S1002,C109,Cybersecurity,Midterm,85.0,1654882938.0,1,1,6,Student 2,student_2@university.edu
5677b40b-661a-4e33-8f62-766b843db9bb,S1002,C109,Cybersecurity,Assignment,84.0,1655511483.0,1,1,7,Student 2,student_2@university.edu
55499c34-bb72-4a64-a736-026067d8d0db,S1002,C109,Cybersecurity,Midterm,81.0,1656167752.0,1,1,8,Student 2,student_2@university.edu
487a0676-61e5-4938-aca4-d63170e175bc,S1002,C109,Cybersecurity,Assignment,65.0,1657943277.0,1,1,11,Student 2,student_2@university.edu
9fdc04e5-aae2-435b-8f41-23bd5ccdf18f,S1002,C109,Cybersecurity,Final,76.0,1659790450.0,1,1,14,Student 2,student_2@university.edu
49d7a977-a9e4-4e1e-9191-6507ea0a5081,S1002,C109,Cybersecurity,Final,81.0,1660361194.0,1,1,15,Student 2,student_2@university.edu
8d7efeec-880b-46ee-b4b2-543d25ad6bd2,S1002,C101,Data Structures,Assignment,67.0,1651931315.0,1,1,1,Student 2,student_2@university.edu
50e35e32-cb25-4144-9480-b56437f96a57,S1002,C101,Data Structures,Quiz,81.0,1654325956.0,1,1,5,Student 2,student_2@university.edu
855fd3eb-f67e-4af8-bffe-bc2f73475415,S1002,C101,Data Structures,Quiz,71.0,1654916569.0,1,1,6,Student 2,student_2@university.edu
65c8306a-5d6c-4272-8fcd-e7f603750a0e,S1002,C101,Data Structures,Quiz,74.0,1655560503.0,1,1,7,Student 2,student_2@university.edu
adf151f4-9b65-413f-8272-6be656d74dd4,S1002,C101,Data Structures,Midterm,81.0,1656083675.0,1,1,8,Student 2,student_2@university.edu
e587223c-f1ea-4fcd-bc33-e504d0b66494,S1002,C101,Data Structures,Midterm,65.0,1656714805.0,1,1,9,Student 2,student_2@university.edu
ffde856d-e3df-484e-bf91-cec3ed7717b0,S1002,C101,Data Structures,Final,78.0,1657377825.0,1,1,10,Student 2,student_2@university.edu
601af764-2593-42e5-b3a8-294403f5588e,S1002,C101,Data Structures,Midterm,74.0,1657976109.0,1,1,11,Student 2,student_2@university.edu
2bf05da3-cb87-4bd1-8e03-ef7ba487dd30,S1002,C101,Data Structures,Quiz,70.0,1658547106.0,1,1,12,Student 2,student_2@university.edu
39018d9b-fc09-4c13-be91-9aba8e05b1c2,S1002,C101,Data Structures,Final,74.0,1659144554.0,1,1,13,Student 2,student_2@university.edu
7d0fb727-04ad-40b0-9d6b-3e50777173f2,S1002,C101,Data Structures,Final,66.0,1659743159.0,1,1,14,Student 2,student_2@university.edu
ef2bc9e8-fa83-4194-815a-7760fae83a12,S1002,C105,Machine Learning,Assignment,74.0,1651878397.0,1,1,1,Student 2,student_2@university.edu
3eb67adb-2a2e-4b06-81f5-b34b47f0cf5f,S1002,C105,Machine Learning,Midterm,76.0,1652477259.0,1,1,2,Student 2,student_2@university.edu
5ee7146c-eecc-4163-b538-0b63986719b4,S1002,C105,Machine Learning,Final,84.0,1654892251.0,1,1,6,Student 2,student_2@university.edu
6844ba63-3e87-42dd-8493-e236df94b490,S1002,C105,Machine Learning,Final,69.0,1655560306.0,1,1,7,Student 2,student_2@university.edu
8b65aaf6-1371-4bf3-8acc-90bfe0661c3e,S1002,C105,Machine Learning,Midterm,83.0,1656149509.0,1,1,8,Student 2,student_2@university.edu
3e94eef6-c6e2-4a16-8a97-2d91518e8e3e,S1002,C105,Machine Learning,Final,85.0,1658501825.0,1,1,12,Student 2,student_2@university.edu
df2547a9-0bc4-4b39-9eaf-e89e22d7cba4,S1002,C105,Machine Learning,Final,83.0,1659172363.0,1,1,13,Student 2,student_2@university.edu
bbe94932-1dd0-46bc-b08f-32aeedbff8bd,S1002,C105,Machine Learning,Final,80.0,1659713768.0,1,1,14,Student 2,student_2@university.edu
2ae404d1-1b44-454d-b79f-6d62277aca7e,S1002,C105,Machine Learning,Quiz,76.0,1660979268.0,1,1,16,Student 2,student_2@university.edu
4c934639-3418-4c52-8571-61e5784c7737,S1002,C107,Computer Networks,Assignment,77.0,1651854508.0,1,1,1,Student 2,student_2@university.edu
aecf83b8-ae80-4a78-b58a-7b37ace1310e,S1002,C107,Computer Networks,Assignment,66.0,1652508061.0,1,1,2,Student 2,student_2@university.edu
ffac5ba8-577d-4f5a-8dd8-46e699fc7ec2,S1002,C107,Computer Networks,Final,72.0,1653139296.0,1,1,3,Student 2,student_2@university.edu
2ddc1eed-bcc3-44c6-9df5-602841f91de9,S1002,C107,Computer Networks,Quiz,66.0,1656734982.0,1,1,9,Student 2,student_2@university.edu
8fbb6ee7-387d-4f22-ab7e-90f84cdb62af,S1002,C107,Computer Networks,Assignment,65.0,1657363240.0,1,1,10,Student 2,student_2@university.edu
2c35b026-9747-404f-a864-9a8eec64927e,S1002,C107,Computer Networks,Final,78.0,1657961511.0,1,1,11,Student 2,student_2@university.edu
f5c5ac9f-ddf7-4c4d-aa46-c547b381bd55,S1002,C107,Computer Networks,Assignment,73.0,1658535183.0,1,1,12,Student 2,student_2@university.edu
bad1040a-7db6-42ae-acc5-e3d640b631b6,S1002,C107,Computer Networks,Final,75.0,1659190584.0,1,1,13,Student 2,student_2@university.edu
7e3ef232-d33f-41a9-b8b8-b5673fb3ce02,S1003,C107,Computer Networks,Midterm,82.5,1651904594.0,1,1,1,Student 3,student_3@university.edu
f52a49e6-e5e6-453a-aa1f-7b55874489ef,S1003,C107,Computer Networks,Midterm,76.5,1653086721.0,1,1,3,Student 3,student_3@university.edu
71c64c7f-96dc-480c-b474-04892a3866cf,S1003,C107,Computer Networks,Midterm,74.0,1653688331.0,1,1,4,Student 3,student_3@university.edu
a6e72451-3808-44e2-8046-c50fec3a2359,S1003,C107,Computer Networks,Midterm,80.5,1654282529.0,1,1,5,Student 3,student_3@university.edu
52d034ab-3442-47b8-94ee-9714c2e51fca,S1003,C107,Computer Networks,Final,79.5,1655535506.0,1,1,7,Student 3,student_3@university.edu
2ff8f2e4-13ae-4226-b598-a01c051400fa,S1003,C107,Computer Networks,Quiz,79.0,1656154289.0,1,1,8,Student 3,student_3@university.edu
32504e87-27d2-41ec-bc08-0a5f918699de,S1003,C107,Computer Networks,Assignment,74.5,1656689714.0,1,1,9,Student 3,student_3@university.edu
fc7cb45f-957e-409e-8efc-40f9cf7730ad,S1003,C107,Computer Networks,Midterm,73.0,1657369852.0,1,1,10,Student 3,student_3@university.edu
2c0f95e8-adcb-4e64-920a-344a8a798d76,S1003,C107,Computer Networks,Assignment,74.0,1659712016.0,1,1,14,Student 3,student_3@university.edu
1083a76b-a10a-4bc9-a4ac-643a2962c2a6,S1003,C107,Computer Networks,Assignment,70.5,1660393957.0,1,1,15,Student 3,student_3@university.edu
0432d0a3-496b-4a8f-9639-c7f951cf5661,S1003,C105,Machine Learning,Midterm,81.5,1651869772.0,1,1,1,Student 3,student_3@university.edu
65d401de-9fb0-46b8-9532-1bd9c849f9d1,S1003,C105,Machine Learning,Quiz,80.0,1652469139.0,1,1,2,Student 3,student_3@university.edu
6cac1672-79a3-429d-bf27-cb671c3e5085,S1003,C105,Machine Learning,Quiz,73.0,1653664734.0,1,1,4,Student 3,student_3@university.edu
65b04b53-b82e-4476-a293-0974940bd91d,S1003,C105,Machine Learning,Assignment,76.5,1654324252.0,1,1,5,Student 3,student_3@university.edu
d23f8268-f665-4cd9-acce-5b67ae846976,S1003,C105,Machine Learning,Midterm,79.0,1654950875.0,1,1,6,Student 3,student_3@university.edu
1dee06fe-7dfb-4085-845e-d0045ce45641,S1003,C105,Machine Learning,Final,78.0,1657358667.0,1,1,10,Student 3,student_3@university.edu
9149a074-912a-460f-bc62-2aea8ef0f64d,S1003,C105,Machine Learning,Midterm,75.0,1658568551.0,1,1,12,Student 3,student_3@university.edu
68e2d22d-c28f-44f9-8928-3654c2c1db07,S1003,C105,Machine Learning,Midterm,74.5,1659141666.0,1,1,13,Student 3,student_3@university.edu
7c0190ab-3fb4-4fda-95fd-95678940ca00,S1003,C105,Machine Learning,Assignment,77.0,1659750714.0,1,1,14,Student 3,student_3@university.edu
cd74f14e-6272-4834-b13b-5d34dcb08f02,S1003,C105,Machine Learning,Quiz,75.5,1660336819.0,1,1,15,Student 3,student_3@university.edu
62cea99f-f113-4c6e-ad35-73a2c348358e,S1003,C105,Machine Learning,Quiz,77.0,1660933560.0,1,1,16,Student 3,student_3@university.edu
310f6126-a67b-4b71-8db8-d8df31c77b90,S1003,C100,Intro to Programming,Final,81.0,1652476492.0,1,1,2,Student 3,student_3@university.edu
817deb33-a2fe-4795-902e-a79b82f309d9,S1003,C100,Intro to Programming,Quiz,77.0,1653693736.0,1,1,4,Student 3,student_3@university.edu
c9bfb75a-5717-4f7f-a4a3-992b01961052,S1003,C100,Intro to Programming,Midterm,78.0,1654933410.0,1,1,6,Student 3,student_3@university.edu
59e78c0b-bf8b-46ad-a2a8-29b5658153ab,S1003,C100,Intro to Programming,Assignment,81.5,1655494552.0,1,1,7,Student 3,student_3@university.edu
e186580e-6e75-4246-9ce3-c7aa01c52fda,S1003,C100,Intro to Programming,Final,78.0,1656155393.0,1,1,8,Student 3,student_3@university.edu
899c4ce2-2449-4332-89c6-0fbb67b41ef1,S1003,C100,Intro to Programming,Midterm,74.5,1656740646.0,1,1,9,Student 3,student_3@university.edu
0311e45d-1bf9-4773-b130-2fe0bd803127,S1003,C100,Intro to Programming,Quiz,69.0,1658501987.0,1,1,12,Student 3,student_3@university.edu
3db3f1b2-a274-4eb3-a984-266ef3094f35,S1003,C100,Intro to Programming,Assignment,74.0,1659744255.0,1,1,14,Student 3,student_3@university.edu
74c72a4d-b0cd-41be-a8b4-e305a72d94b7,S1003,C100,Intro to Programming,Midterm,70.5,1660365365.0,1,1,15,Student 3,student_3@university.edu
d447f305-557c-4ca8-92c9-d5497a75b977,S1003,C100,Intro to Programming,Midterm,73.0,1660985071.0,1,1,16,Student 3,student_3@university.edu
448f452f-0a37-4a2c-a014-a1bf26c4a9d8,S1003,C103,Database Systems,Assignment,74.0,1652498402.0,1,1,2,Student 3,student_3@university.edu
b23c83b0-6ca3-4334-b235-50c7faad74ab,S1003,C103,Database Systems,Midterm,76.5,1653062971.0,1,1,3,Student 3,student_3@university.edu
173124f9-0064-4de3-84d7-ef93d501fffc,S1003,C103,Database Systems,Final,81.0,1653683855.0,1,1,4,Student 3,student_3@university.edu
b144bbe3-3a54-4e02-913f-57b335de08b8,S1003,C103,Database Systems,Quiz,79.5,1654283893.0,1,1,5,Student 3,student_3@university.edu
656c9467-7f2f-4b22-b30c-09e9ec91e4ca,S1003,C103,Database Systems,Assignment,73.0,1654875573.0,1,1,6,Student 3,student_3@university.edu
7acb2ace-564b-4f2e-80c7-3121b85f11a9,S1003,C103,Database Systems,Quiz,79.5,1655535459.0,1,1,7,Student 3,student_3@university.edu
7e3880fc-8424-4e34-ad49-b9c89cfb0e21,S1003,C103,Database Systems,Final,80.0,1656111163.0,1,1,8,Student 3,student_3@university.edu
eb25d34f-b0fb-4b07-a241-94b459228a82,S1003,C103,Database Systems,Midterm,79.5,1656718504.0,1,1,9,Student 3,student_3@university.edu
910f5eb6-3589-44a3-ad78-73d8f3a19d01,S1003,C103,Database Systems,Quiz,69.0,1658504097.0,1,1,12,Student 3,student_3@university.edu
31a695c3-1fb9-4b28-b0f4-59dc1a4dabbe,S1003,C103,Database Systems,Final,67.5,1660340792.0,1,1,15,Student 3,student_3@university.edu
60b7f5fc-6531-4120-b0b8-2e4c8405f641,S1003,C103,Database Systems,Assignment,76.0,1660980554.0,1,1,16,Student 3,student_3@university.edu
c0edb88e-6096-4b15-a776-ce11867f627e,S1003,C109,Cybersecurity,Assignment,75.5,1651861759.0,1,1,1,Student 3,student_3@university.edu
4cc384ba-5731-45e2-8c6d-c71164c44a8c,S1003,C109,Cybersecurity,Assignment,83.0,1652486023.0,1,1,2,Student 3,student_3@university.edu
01ee6dfa-5307-4b7a-9ddc-0b24f0d7052d,S1003,C109,Cybersecurity,Assignment,78.5,1654348400.0,1,1,5,Student 3,student_3@university.edu
180bda61-b4fc-44f3-801b-91d5986d4669,S1003,C109,Cybersecurity,Midterm,78.0,1654914138.0,1,1,6,Student 3,student_3@university.edu
fa47b4e2-32d8-408e-8874-b2b8bacda418,S1003,C109,Cybersecurity,Midterm,74.5,1655512823.0,1,1,7,Student 3,student_3@university.edu
d2266e97-434b-48a2-be09-07029b4b10cf,S1003,C109,Cybersecurity,Midterm,77.5,1657925868.0,1,1,11,Student 3,student_3@university.edu
6d1d8cd4-fdaf-46f5-ad49-c1bf7908c17b,S1003,C109,Cybersecurity,Quiz,74.0,1658517662.0,1,1,12,Student 3,student_3@university.edu
6827d672-7871-48d2-9962-6c0c10009f1e,S1003,C109,Cybersecurity,Assignment,76.5,1659117000.0,1,1,13,Student 3,student_3@university.edu
46c629bb-c2f7-4ad0-ad71-c647a280ca71,S1003,C109,Cybersecurity,Midterm,68.5,1660383492.0,1,1,15,Student 3,student_3@university.edu
d31b2346-7586-4612-b799-90efd0c7c5b3,S1004,C103,Database Systems,Assignment,67.0,1651907935.0,1,1,1,Student 4,student_4@university.edu
57dd0948-dd80-4964-a472-9b696e6505a3,S1004,C103,Database Systems,Quiz,73.0,1652495770.0,1,1,2,Student 4,student_4@university.edu
720c04d3-5938-4df8-9f8a-50232597df35,S1004,C103,Database Systems,Quiz,85.0,1653129700.0,1,1,3,Student 4,student_4@university.edu
97705952-8eaf-487b-943c-e8a73557cbbd,S1004,C103,Database Systems,Assignment,71.0,1653729902.0,1,1,4,Student 4,student_4@university.edu
08828d7a-fce9-474f-aa04-b87a21e9933e,S1004,C103,Database Systems,Final,71.0,1654320262.0,1,1,5,Student 4,student_4@university.edu
36981b95-a8d2-4064-9e8b-70acaa6b26bf,S1004,C103,Database Systems,Quiz,67.0,1655514857.0,1,1,7,Student 4,student_4@university.edu
860ec8ea-1ba3-40a4-9ddb-2cfb854ffad6,S1004,C103,Database Systems,Quiz,73.0,1656769622.0,1,1,9,Student 4,student_4@university.edu
0af48611-d49a-44e4-b0de-0783ab15f3f4,S1004,C103,Database Systems,Midterm,68.0,1657297968.0,1,1,10,Student 4,student_4@university.edu
a3432b36-36c0-444c-b12f-0601f93292df,S1004,C103,Database Systems,Final,77.0,1657904909.0,1,1,11,Student 4,student_4@university.edu
187dd30b-311e-42de-9971-f79ee0582c5d,S1004,C103,Database Systems,Assignment,74.0,1659788059.0,1,1,14,Student 4,student_4@university.edu
c010abec-4f3d-4508-adbf-ae39805f8082,S1004,C103,Database Systems,Final,84.0,1660332056.0,1,1,15,Student 4,student_4@university.edu
5ed7b636-d672-46b7-9895-3414afd5f466,S1004,C103,Database Systems,Final,73.0,1660940872.0,1,1,16,Student 4,student_4@university.edu
88e3f9f0-13a6-422f-a232-26d179f24ddd,S1004,C108,Artificial Intelligence,Midterm,73.0,1652508472.0,1,1,2,Student 4,student_4@university.edu
85c78cb6-26d1-42fb-bf61-8d3384fbd917,S1004,C108,Artificial Intelligence,Assignment,85.0,1653078286.0,1,1,3,Student 4,student_4@university.edu
360ee982-d38a-4b3a-94db-fca8865460d2,S1004,C108,Artificial Intelligence,Quiz,68.0,1654308515.0,1,1,5,Student 4,student_4@university.edu
